gid,초등학교수,중학교수,고등학교수,어린이보호구역수,교차로,보행자작동신호기,횡단보도,음향신호기,안전표지,신호등,잔여시간표시기,도로면적,총인구수,단란주점,유흥주점,일반음식점,교통사고수,geometry,gu
다사58a48a,0,0,0,1,0.0,0.0,44.0,0.0,133.0,12.0,0.0,49829.303222296345,6085.0,0,0,24,20,"POLYGON ((958000 1948000, 958000 1948500, 958500 1948500, 958500 1948000, 958000 1948000))",강남구
다사58b48a,1,0,1,1,2.0,4.0,40.0,0.0,159.0,4.0,0.0,64451.2376260541,3446.0,0,0,3,18,"POLYGON ((958500 1948000, 958500 1948500, 959000 1948500, 959000 1948000, 958500 1948000))",강남구
다사58a45b,1,0,0,3,0.0,0.0,60.0,1.0,264.0,13.0,1.0,52999.49400319272,7734.0,0,0,125,46,"POLYGON ((958000 1945500, 958000 1946000, 958500 1946000, 958500 1945500, 958000 1945500))",강남구
다사61b44a,1,0,0,1,0.0,0.0,68.0,10.0,173.0,62.0,20.0,45693.17981600526,10261.0,0,0,59,38,"POLYGON ((961500 1944000, 961500 1944500, 962000 1944500, 962000 1944000, 961500 1944000))",강남구
다사58a47b,0,0,0,0,8.0,2.0,114.0,9.0,219.0,109.0,12.0,60890.88672569581,4755.0,2,0,89,34,"POLYGON ((958000 1947500, 958000 1948000, 958500 1948000, 958500 1947500, 958000 1947500))",강남구
다사64b43b,1,1,1,2,5.0,2.0,16.0,2.0,126.0,28.0,0.0,57582.24908901328,3628.0,0,0,4,22,"POLYGON ((964500 1943500, 964500 1944000, 965000 1944000, 965000 1943500, 964500 1943500))",강남구 송파구
다사64a42a,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,0,0,0,0,"POLYGON ((964000 1942000, 964000 1942500, 964500 1942500, 964500 1942000, 964000 1942000))",강남구
다사60b45b,0,0,0,1,5.0,2.0,71.0,11.0,328.0,74.0,5.0,60670.6999854018,3100.0,5,0,338,20,"POLYGON ((960500 1945500, 960500 1946000, 961000 1946000, 961000 1945500, 960500 1945500))",강남구
다사59a44a,0,0,0,0,0.0,0.0,80.0,20.0,277.0,94.0,16.0,56679.11692717731,4185.0,3,0,211,45,"POLYGON ((959000 1944000, 959000 1944500, 959500 1944500, 959500 1944000, 959000 1944000))",강남구
다사60b41b,0,0,0,1,0.0,0.0,25.0,24.0,78.0,42.0,17.0,40441.1342650779,1667.0,0,0,5,17,"POLYGON ((960500 1941500, 960500 1942000, 961000 1942000, 961000 1941500, 960500 1941500))",강남구
다사61b42a,0,0,0,0,0.0,0.0,12.0,9.0,55.0,21.0,13.0,24505.21943433825,1042.0,0,0,0,9,"POLYGON ((961500 1942000, 961500 1942500, 962000 1942500, 962000 1942000, 961500 1942000))",강남구
다사59b47a,0,0,0,0,0.0,0.0,72.0,4.0,257.0,29.0,6.0,67459.25398535003,3405.0,3,1,269,44,"POLYGON ((959500 1947000, 959500 1947500, 960000 1947500, 960000 1947000, 959500 1947000))",강남구
다사64b40b,0,0,0,0,0.0,0.0,43.0,27.0,115.0,83.0,25.0,60372.65935317605,5825.0,0,0,45,10,"POLYGON ((964500 1940500, 964500 1941000, 965000 1941000, 965000 1940500, 964500 1940500))",강남구
다사60a46b,0,0,0,0,4.0,1.0,88.0,22.0,220.0,79.0,7.0,59475.94029141231,4209.0,3,0,66,31,"POLYGON ((960000 1946500, 960000 1947000, 960500 1947000, 960500 1946500, 960000 1946500))",강남구
다사62b42b,0,0,0,2,0.0,0.0,51.0,0.0,183.0,35.0,4.0,46509.58302119296,6203.0,0,0,7,4,"POLYGON ((962500 1942500, 962500 1943000, 963000 1943000, 963000 1942500, 962500 1942500))",강남구
다사61b46b,0,0,0,0,0.0,0.0,0.0,0.0,70.0,49.0,0.0,50749.60873433969,689.0,0,0,0,15,"POLYGON ((961500 1946500, 961500 1947000, 962000 1947000, 962000 1946500, 961500 1946500))",강남구 송파구
다사63b40b,0,0,0,0,0.0,0.0,16.0,0.0,44.0,35.0,2.0,38378.35037360333,609.0,0,0,0,6,"POLYGON ((963500 1940500, 963500 1941000, 964000 1941000, 964000 1940500, 963500 1940500))",강남구 서초구
다사60a46a,0,0,0,1,4.0,2.0,117.0,10.0,230.0,81.0,9.0,51388.18722793685,10096.0,0,3,47,16,"POLYGON ((960000 1946000, 960000 1946500, 960500 1946500, 960500 1946000, 960000 1946000))",강남구
다사62a43a,0,0,0,1,0.0,0.0,104.0,9.0,284.0,43.0,17.0,41868.15434538166,4406.0,0,0,5,11,"POLYGON ((962000 1943000, 962000 1943500, 962500 1943500, 962500 1943000, 962000 1943000))",강남구
다사61b42b,0,0,0,0,0.0,0.0,19.0,2.0,51.0,16.0,2.0,27209.531619731428,5508.0,0,0,2,9,"POLYGON ((961500 1942500, 961500 1943000, 962000 1943000, 962000 1942500, 961500 1942500))",강남구
다사59a43b,0,0,0,1,0.0,0.0,83.0,14.0,292.0,45.0,16.0,63488.851337822045,7105.0,3,0,107,36,"POLYGON ((959000 1943500, 959000 1944000, 959500 1944000, 959500 1943500, 959000 1943500))",강남구
다사57b46a,0,0,0,0,0.0,0.0,59.0,25.0,263.0,59.0,9.0,66478.60553636756,3315.0,0,2,88,72,"POLYGON ((957500 1946000, 957500 1946500, 958000 1946500, 958000 1946000, 957500 1946000))",강남구 서초구
다사58b45a,0,0,0,0,0.0,0.0,101.0,23.0,155.0,102.0,25.0,67754.65206781232,2319.0,7,4,105,89,"POLYGON ((958500 1945000, 958500 1945500, 959000 1945500, 959000 1945000, 958500 1945000))",강남구
다사58b44a,0,0,0,1,0.0,0.0,30.0,4.0,202.0,53.0,0.0,49317.17599140665,6228.0,8,7,348,47,"POLYGON ((958500 1944000, 958500 1944500, 959000 1944500, 959000 1944000, 958500 1944000))",강남구
다사58b46b,0,1,0,0,0.0,0.0,314.0,5.0,250.0,55.0,13.0,67922.23282969059,1928.0,8,2,134,54,"POLYGON ((958500 1946500, 958500 1947000, 959000 1947000, 959000 1946500, 958500 1946500))",강남구
다사60a43b,0,1,2,0,0.0,0.0,0.0,1.0,14.0,6.0,2.0,14172.456193987697,8657.0,0,0,0,1,"POLYGON ((960000 1943500, 960000 1944000, 960500 1944000, 960500 1943500, 960000 1943500))",강남구
다사60b42a,0,0,0,0,0.0,0.0,31.0,2.0,78.0,21.0,4.0,32147.19571502401,5509.0,0,0,6,13,"POLYGON ((960500 1942000, 960500 1942500, 961000 1942500, 961000 1942000, 960500 1942000))",강남구
다사61a44a,0,0,0,2,0.0,0.0,80.0,8.0,249.0,79.0,26.0,43857.71478255922,8948.0,3,0,58,38,"POLYGON ((961000 1944000, 961000 1944500, 961500 1944500, 961500 1944000, 961000 1944000))",강남구
다사65b41b,0,0,0,1,0.0,0.0,8.0,5.0,3.0,12.0,5.0,13137.25288205232,5254.0,0,0,6,0,"POLYGON ((965500 1941500, 965500 1942000, 966000 1942000, 966000 1941500, 965500 1941500))",강남구
다사65b41a,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.9242280247557,476.0,0,0,1,0,"POLYGON ((965500 1941000, 965500 1941500, 966000 1941500, 966000 1941000, 965500 1941000))",강남구
다사60a47b,0,0,0,1,0.0,0.0,13.0,0.0,67.0,10.0,0.0,48439.78843535242,3862.0,0,0,25,16,"POLYGON ((960000 1947500, 960000 1948000, 960500 1948000, 960500 1947500, 960000 1947500))",강남구 성동구
다사66a41a,0,0,0,0,0.0,0.0,21.0,14.0,51.0,26.0,11.0,30949.060027371703,0.0,0,0,10,1,"POLYGON ((966000 1941000, 966000 1941500, 966500 1941500, 966500 1941000, 966000 1941000))",강남구 송파구
다사61a47a,0,0,0,0,0.0,0.0,0.0,0.0,38.0,15.0,0.0,38560.12045982268,329.0,0,0,0,14,"POLYGON ((961000 1947000, 961000 1947500, 961500 1947500, 961500 1947000, 961000 1947000))",강남구 광진구
다사64a41b,0,0,0,0,0.0,0.0,9.0,0.0,0.0,11.0,7.0,21333.17447080145,3163.0,0,0,2,2,"POLYGON ((964000 1941500, 964000 1942000, 964500 1942000, 964500 1941500, 964000 1941500))",강남구
다사62a43b,0,1,0,0,0.0,0.0,28.0,10.0,180.0,30.0,4.0,45269.22336974004,4626.0,0,0,16,9,"POLYGON ((962000 1943500, 962000 1944000, 962500 1944000, 962500 1943500, 962000 1943500))",강남구
다사60b46a,0,0,0,1,3.0,10.0,69.0,19.0,185.0,73.0,13.0,36875.03050033907,940.0,0,0,21,21,"POLYGON ((960500 1946000, 960500 1946500, 961000 1946500, 961000 1946000, 960500 1946000))",강남구
다사60a45a,0,0,0,1,0.0,0.0,110.0,2.0,172.0,78.0,15.0,64696.81405577068,1873.0,1,25,231,85,"POLYGON ((960000 1945000, 960000 1945500, 960500 1945500, 960500 1945000, 960000 1945000))",강남구
다사63a42a,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3177.106340034176,813.0,0,0,2,0,"POLYGON ((963000 1942000, 963000 1942500, 963500 1942500, 963500 1942000, 963000 1942000))",강남구
다사59a45b,1,0,0,1,0.0,0.0,79.0,11.0,293.0,84.0,17.0,71339.22271287948,5222.0,2,3,139,67,"POLYGON ((959000 1945500, 959000 1946000, 959500 1946000, 959500 1945500, 959000 1945500))",강남구
다사61b41b,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4307.745843780676,1104.0,0,0,0,0,"POLYGON ((961500 1941500, 961500 1942000, 962000 1942000, 962000 1941500, 961500 1941500))",강남구
다사61a46a,0,0,0,0,4.0,14.0,76.0,18.0,147.0,92.0,24.0,74409.68162983871,3221.0,1,0,194,36,"POLYGON ((961000 1946000, 961000 1946500, 961500 1946500, 961500 1946000, 961000 1946000))",강남구
다사64b42b,0,0,0,0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,17544.975709008926,338.0,0,0,4,7,"POLYGON ((964500 1942500, 964500 1943000, 965000 1943000, 965000 1942500, 964500 1942500))",강남구
다사60a42b,1,0,0,1,0.0,0.0,18.0,4.0,67.0,18.0,3.0,32339.51407045991,3074.0,0,0,3,10,"POLYGON ((960000 1942500, 960000 1943000, 960500 1943000, 960500 1942500, 960000 1942500))",강남구
다사59b42a,0,0,0,0,0.0,0.0,66.0,13.0,189.0,64.0,10.0,70086.15648707787,3100.0,2,0,60,21,"POLYGON ((959500 1942000, 959500 1942500, 960000 1942500, 960000 1942000, 959500 1942000))",강남구 서초구
다사62b42a,0,0,0,0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,4248.56933165145,68.0,0,0,0,0,"POLYGON ((962500 1942000, 962500 1942500, 963000 1942500, 963000 1942000, 962500 1942000))",강남구
다사57b45a,0,0,0,0,0.0,0.0,55.0,61.0,228.0,123.0,28.0,76922.67656393688,154.0,3,0,82,96,"POLYGON ((957500 1945000, 957500 1945500, 958000 1945500, 958000 1945000, 957500 1945000))",강남구 서초구
다사63a43a,1,0,0,2,0.0,0.0,39.0,22.0,88.0,103.0,4.0,38345.891606681565,685.0,0,0,50,14,"POLYGON ((963000 1943000, 963000 1943500, 963500 1943500, 963500 1943000, 963000 1943000))",강남구
다사57a47a,0,0,0,0,5.0,10.0,26.0,0.0,215.0,91.0,0.0,103707.04066290605,1196.0,0,0,0,65,"POLYGON ((957000 1947000, 957000 1947500, 957500 1947500, 957500 1947000, 957000 1947000))",강남구 서초구
다사59a48a,0,0,0,0,0.0,0.0,3.0,0.0,42.0,2.0,0.0,36208.666562602986,1783.0,0,0,0,16,"POLYGON ((959000 1948000, 959000 1948500, 959500 1948500, 959500 1948000, 959000 1948000))",강남구
다사61b43b,1,0,0,1,0.0,0.0,10.0,0.0,91.0,20.0,1.0,20949.780318735764,5947.0,0,0,10,5,"POLYGON ((961500 1943500, 961500 1944000, 962000 1944000, 962000 1943500, 961500 1943500))",강남구
다사58a45a,0,0,0,0,1.0,1.0,46.0,8.0,158.0,30.0,8.0,63301.45516369966,4353.0,7,5,252,60,"POLYGON ((958000 1945000, 958000 1945500, 958500 1945500, 958500 1945000, 958000 1945000))",강남구 서초구
다사59b43a,0,0,0,0,0.0,0.0,28.0,4.0,75.0,11.0,2.0,35496.20271004769,2637.0,0,0,47,21,"POLYGON ((959500 1943000, 959500 1943500, 960000 1943500, 960000 1943000, 959500 1943000))",강남구
다사63b42b,0,1,0,0,4.0,2.0,12.0,5.0,119.0,17.0,0.0,29854.212183812862,5164.0,0,0,10,3,"POLYGON ((963500 1942500, 963500 1943000, 964000 1943000, 964000 1942500, 963500 1942500))",강남구
다사64b40a,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9124.879914804202,2586.0,0,0,3,2,"POLYGON ((964500 1940000, 964500 1940500, 965000 1940500, 965000 1940000, 964500 1940000))",강남구
다사61b46a,0,0,0,0,0.0,0.0,34.0,0.0,166.0,71.0,2.0,60213.80573293287,695.0,1,0,53,23,"POLYGON ((961500 1946000, 961500 1946500, 962000 1946500, 962000 1946000, 961500 1946000))",강남구 송파구
다사60b47a,0,0,0,0,0.0,0.0,65.0,9.0,257.0,119.0,15.0,75394.20150217868,3176.0,2,4,95,52,"POLYGON ((960500 1947000, 960500 1947500, 961000 1947500, 961000 1947000, 960500 1947000))",강남구
다사59a47a,0,0,0,3,0.0,0.0,221.0,2.0,260.0,125.0,35.0,79587.3998252466,798.0,6,1,488,96,"POLYGON ((959000 1947000, 959000 1947500, 959500 1947500, 959500 1947000, 959000 1947000))",강남구
다사60a41a,0,0,0,1,0.0,0.0,10.0,2.0,87.0,8.0,2.0,35611.76610566224,54.0,0,0,0,7,"POLYGON ((960000 1941000, 960000 1941500, 960500 1941500, 960500 1941000, 960000 1941000))",강남구 서초구
다사58b43b,1,0,0,2,9.0,2.0,136.0,29.0,345.0,121.0,13.0,63676.49644182236,4681.0,6,6,249,55,"POLYGON ((958500 1943500, 958500 1944000, 959000 1944000, 959000 1943500, 958500 1943500))",강남구 서초구
다사60b44b,1,0,0,3,0.0,0.0,71.0,11.0,310.0,48.0,3.0,55952.39841488288,9460.0,0,0,100,33,"POLYGON ((960500 1944500, 960500 1945000, 961000 1945000, 961000 1944500, 960500 1944500))",강남구
다사60b46b,0,0,1,1,0.0,0.0,67.0,13.0,281.0,60.0,16.0,67021.43203050706,2666.0,0,1,39,17,"POLYGON ((960500 1946500, 960500 1947000, 961000 1947000, 961000 1946500, 960500 1946500))",강남구
다사61b45b,0,0,0,0,5.0,2.0,56.0,11.0,225.0,104.0,3.0,63217.51947374152,36.0,1,0,92,20,"POLYGON ((961500 1945500, 961500 1946000, 962000 1946000, 962000 1945500, 961500 1945500))",강남구 송파구
다사58b42b,0,0,1,1,0.0,0.0,56.0,7.0,167.0,43.0,6.0,57058.45369626374,632.0,0,0,25,39,"POLYGON ((958500 1942500, 958500 1943000, 959000 1943000, 959000 1942500, 958500 1942500))",강남구 서초구
다사63b42a,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054.1718672519914,1356.0,0,0,0,0,"POLYGON ((963500 1942000, 963500 1942500, 964000 1942500, 964000 1942000, 963500 1942000))",강남구
다사58b44b,0,0,0,0,0.0,0.0,70.0,6.0,158.0,55.0,6.0,67618.51670268901,2418.0,9,11,328,60,"POLYGON ((958500 1944500, 958500 1945000, 959000 1945000, 959000 1944500, 958500 1944500))",강남구
다사62b44a,1,0,0,1,2.0,4.0,20.0,2.0,52.0,20.0,2.0,19035.27870627179,2334.0,0,0,0,2,"POLYGON ((962500 1944000, 962500 1944500, 963000 1944500, 963000 1944000, 962500 1944000))",강남구
다사61b43a,0,0,1,1,0.0,0.0,57.0,33.0,227.0,68.0,12.0,44206.0528942305,4010.0,0,0,65,11,"POLYGON ((961500 1943000, 961500 1943500, 962000 1943500, 962000 1943000, 961500 1943000))",강남구
다사64a42b,0,0,0,1,0.0,0.0,18.0,15.0,51.0,40.0,6.0,31169.051248381067,1747.0,0,0,18,4,"POLYGON ((964000 1942500, 964000 1943000, 964500 1943000, 964500 1942500, 964000 1942500))",강남구
다사58b47b,0,2,0,1,0.0,0.0,128.0,15.0,286.0,72.0,22.0,64152.74577674595,2253.0,1,0,209,53,"POLYGON ((958500 1947500, 958500 1948000, 959000 1948000, 959000 1947500, 958500 1947500))",강남구
다사64a40b,0,0,0,1,0.0,0.0,27.0,6.0,47.0,43.0,12.0,51600.15438825397,1551.0,0,0,3,10,"POLYGON ((964000 1940500, 964000 1941000, 964500 1941000, 964500 1940500, 964000 1940500))",강남구
다사60a44a,0,1,0,0,0.0,0.0,98.0,14.0,217.0,73.0,22.0,49867.47726491843,12967.0,1,0,55,24,"POLYGON ((960000 1944000, 960000 1944500, 960500 1944500, 960500 1944000, 960000 1944000))",강남구
다사60b45a,0,0,0,0,0.0,0.0,97.0,48.0,307.0,97.0,49.0,76580.8182929503,3925.0,5,13,305,64,"POLYGON ((960500 1945000, 960500 1945500, 961000 1945500, 961000 1945000, 960500 1945000))",강남구
다사65a43a,0,0,0,1,0.0,0.0,65.0,8.0,134.0,62.0,14.0,52448.27027618661,2912.0,0,0,16,23,"POLYGON ((965000 1943000, 965000 1943500, 965500 1943500, 965500 1943000, 965000 1943000))",강남구 송파구
다사61b44b,0,0,0,2,0.0,0.0,68.0,29.0,236.0,46.0,18.0,73104.52606354837,5649.0,0,0,31,44,"POLYGON ((961500 1944500, 961500 1945000, 962000 1945000, 962000 1944500, 961500 1944500))",강남구 송파구
다사64b42a,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4160.962367223909,74.0,0,0,2,0,"POLYGON ((964500 1942000, 964500 1942500, 965000 1942500, 965000 1942000, 964500 1942000))",강남구
다사57a46b,0,0,0,0,8.0,2.0,95.0,9.0,186.0,111.0,9.0,75674.33550858095,22.0,0,0,1,39,"POLYGON ((957000 1946500, 957000 1947000, 957500 1947000, 957500 1946500, 957000 1946500))",강남구 서초구
다사57b47b,0,0,0,0,0.0,0.0,27.0,0.0,50.0,0.0,0.0,42695.93926216448,3149.0,0,0,4,21,"POLYGON ((957500 1947500, 957500 1948000, 958000 1948000, 958000 1947500, 957500 1947500))",강남구
다사60b43a,1,1,0,1,0.0,0.0,35.0,5.0,117.0,87.0,4.0,35850.587411915505,7595.0,0,0,10,15,"POLYGON ((960500 1943000, 960500 1943500, 961000 1943500, 961000 1943000, 960500 1943000))",강남구
다사59b42b,0,1,0,1,0.0,0.0,72.0,11.0,269.0,90.0,17.0,65454.600730066566,1814.0,4,0,166,21,"POLYGON ((959500 1942500, 959500 1943000, 960000 1943000, 960000 1942500, 959500 1942500))",강남구 서초구
다사65b40b,0,0,0,0,0.0,0.0,17.0,2.0,38.0,4.0,2.0,22592.19328583368,98.0,0,0,0,3,"POLYGON ((965500 1940500, 965500 1941000, 966000 1941000, 966000 1940500, 965500 1940500))",강남구
다사63a42b,0,0,0,1,0.0,0.0,62.0,13.0,292.0,116.0,14.0,40666.46118646148,8809.0,0,0,14,8,"POLYGON ((963000 1942500, 963000 1943000, 963500 1943000, 963500 1942500, 963000 1942500))",강남구
다사64b41b,1,0,0,2,0.0,0.0,14.0,4.0,1.0,31.0,14.0,30648.641630082464,4122.0,0,0,24,3,"POLYGON ((964500 1941500, 964500 1942000, 965000 1942000, 965000 1941500, 964500 1941500))",강남구
다사62a44a,0,0,0,2,1.0,6.0,22.0,3.0,95.0,21.0,5.0,49436.29512581434,3741.0,0,0,8,15,"POLYGON ((962000 1944000, 962000 1944500, 962500 1944500, 962500 1944000, 962000 1944000))",강남구
다사60a47a,0,0,0,1,5.0,3.0,91.0,15.0,196.0,81.0,11.0,70173.16129619436,4140.0,3,7,205,48,"POLYGON ((960000 1947000, 960000 1947500, 960500 1947500, 960500 1947000, 960000 1947000))",강남구
다사60b44a,0,1,2,2,0.0,0.0,72.0,4.0,191.0,28.0,8.0,44073.94580709769,7944.0,1,0,100,20,"POLYGON ((960500 1944000, 960500 1944500, 961000 1944500, 961000 1944000, 960500 1944000))",강남구
다사58b43a,0,1,1,1,0.0,0.0,64.0,25.0,231.0,77.0,15.0,61716.43851652376,2733.0,2,0,86,29,"POLYGON ((958500 1943000, 958500 1943500, 959000 1943500, 959000 1943000, 958500 1943000))",강남구 서초구
다사65a40b,1,0,0,1,0.0,0.0,50.0,4.0,202.0,45.0,24.0,49983.66208650613,1541.0,0,0,25,12,"POLYGON ((965000 1940500, 965000 1941000, 965500 1941000, 965500 1940500, 965000 1940500))",강남구
다사58a43b,1,0,0,1,0.0,0.0,80.0,29.0,224.0,92.0,20.0,49966.68967264335,0.0,0,0,2,55,"POLYGON ((958000 1943500, 958000 1944000, 958500 1944000, 958500 1943500, 958000 1943500))",강남구 서초구
다사62a44b,0,0,0,0,0.0,0.0,2.0,0.0,7.0,12.0,0.0,38088.20299499936,782.0,0,0,0,6,"POLYGON ((962000 1944500, 962000 1945000, 962500 1945000, 962500 1944500, 962000 1944500))",강남구 송파구
다사64a41a,0,0,0,0,0.0,0.0,5.0,0.0,0.0,7.0,5.0,14499.254034887665,1068.0,0,0,5,0,"POLYGON ((964000 1941000, 964000 1941500, 964500 1941500, 964500 1941000, 964000 1941000))",강남구
다사59b41b,0,1,1,1,0.0,0.0,71.0,0.0,242.0,34.0,2.0,63445.55026174679,194.0,0,0,13,16,"POLYGON ((959500 1941500, 959500 1942000, 960000 1942000, 960000 1941500, 959500 1941500))",강남구 서초구
다사60b43b,1,1,0,2,0.0,0.0,77.0,14.0,131.0,45.0,12.0,40612.11759566167,8017.0,0,0,19,22,"POLYGON ((960500 1943500, 960500 1944000, 961000 1944000, 961000 1943500, 960500 1943500))",강남구
다사66a41b,0,0,0,0,0.0,0.0,5.0,5.0,9.0,12.0,5.0,31763.028509236483,0.0,0,0,0,3,"POLYGON ((966000 1941500, 966000 1942000, 966500 1942000, 966500 1941500, 966000 1941500))",강남구 송파구
다사63a43b,0,0,0,2,0.0,0.0,68.0,0.0,149.0,28.0,0.0,66660.18299762372,7505.0,0,0,92,6,"POLYGON ((963000 1943500, 963000 1944000, 963500 1944000, 963500 1943500, 963000 1943500))",강남구
다사63b41b,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2279.0,0,0,1,0,"POLYGON ((963500 1941500, 963500 1942000, 964000 1942000, 964000 1941500, 963500 1941500))",강남구
다사59a43a,1,0,0,1,0.0,0.0,76.0,10.0,226.0,55.0,14.0,48973.77939949736,9174.0,0,0,42,27,"POLYGON ((959000 1943000, 959000 1943500, 959500 1943500, 959500 1943000, 959000 1943000))",강남구 서초구
다사60a41b,1,0,1,4,0.0,0.0,59.0,2.0,164.0,50.0,4.0,70878.69859462591,4367.0,0,0,62,18,"POLYGON ((960000 1941500, 960000 1942000, 960500 1942000, 960500 1941500, 960000 1941500))",강남구 서초구
다사59a46b,0,0,0,1,0.0,0.0,109.0,14.0,167.0,97.0,8.0,55562.823053354005,5559.0,10,1,239,38,"POLYGON ((959000 1946500, 959000 1947000, 959500 1947000, 959500 1946500, 959000 1946500))",강남구
다사59a47b,0,0,0,0,0.0,0.0,118.0,2.0,239.0,76.0,17.0,55404.400038431406,4762.0,3,1,356,57,"POLYGON ((959000 1947500, 959000 1948000, 959500 1948000, 959500 1947500, 959000 1947500))",강남구
다사58a44a,0,0,0,3,0.0,0.0,132.0,17.0,257.0,77.0,14.0,81410.72609898208,1261.0,2,11,159,95,"POLYGON ((958000 1944000, 958000 1944500, 958500 1944500, 958500 1944000, 958000 1944000))",강남구 서초구
다사60a45b,0,0,0,2,0.0,0.0,38.0,5.0,121.0,45.0,8.0,35647.978286084006,3289.0,0,2,68,13,"POLYGON ((960000 1945500, 960000 1946000, 960500 1946000, 960500 1945500, 960000 1945500))",강남구
다사59a44b,0,0,0,0,0.0,0.0,108.0,5.0,347.0,61.0,14.0,75091.10211975459,1850.0,9,21,341,93,"POLYGON ((959000 1944500, 959000 1945000, 959500 1945000, 959500 1944500, 959000 1944500))",강남구
다사59b44a,0,0,0,1,6.0,5.0,109.0,23.0,328.0,82.0,16.0,60538.84393918351,9788.0,4,0,91,32,"POLYGON ((959500 1944000, 959500 1944500, 960000 1944500, 960000 1944000, 959500 1944000))",강남구
다사62b43a,1,1,1,1,0.0,0.0,4.0,0.0,49.0,0.0,0.0,28562.44379967672,2156.0,0,0,1,3,"POLYGON ((962500 1943000, 962500 1943500, 963000 1943500, 963000 1943000, 962500 1943000))",강남구
다사59a46a,0,0,0,1,3.0,1.0,99.0,3.0,190.0,23.0,2.0,56522.55636645455,3231.0,7,2,141,16,"POLYGON ((959000 1946000, 959000 1946500, 959500 1946500, 959500 1946000, 959000 1946000))",강남구
다사63b43a,0,0,0,0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,1549.6605073262715,12.0,0,0,0,1,"POLYGON ((963500 1943000, 963500 1943500, 964000 1943500, 964000 1943000, 963500 1943000))",강남구
다사58a44b,1,0,0,1,0.0,0.0,55.0,9.0,279.0,50.0,7.0,68811.49890465582,1058.0,2,4,304,78,"POLYGON ((958000 1944500, 958000 1945000, 958500 1945000, 958500 1944500, 958000 1944500))",강남구 서초구
다사61a46b,1,1,0,1,0.0,0.0,9.0,0.0,87.0,10.0,0.0,47373.81898787894,3171.0,0,0,6,15,"POLYGON ((961000 1946500, 961000 1947000, 961500 1947000, 961500 1946500, 961000 1946500))",강남구
다사62a42a,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.8877552752183,12.0,0,0,0,0,"POLYGON ((962000 1942000, 962000 1942500, 962500 1942500, 962500 1942000, 962000 1942000))",강남구
다사59b45b,0,0,0,0,0.0,0.0,96.0,36.0,241.0,101.0,30.0,56516.930702213846,2997.0,5,1,126,39,"POLYGON ((959500 1945500, 959500 1946000, 960000 1946000, 960000 1945500, 959500 1945500))",강남구
다사59b44b,0,0,0,0,0.0,0.0,96.0,23.0,275.0,72.0,19.0,58102.95553919214,6830.0,0,0,167,72,"POLYGON ((959500 1944500, 959500 1945000, 960000 1945000, 960000 1944500, 959500 1944500))",강남구
다사65a41b,1,0,0,1,9.0,2.0,57.0,31.0,50.0,100.0,33.0,59189.310159906585,4004.0,0,0,28,18,"POLYGON ((965000 1941500, 965000 1942000, 965500 1942000, 965500 1941500, 965000 1941500))",강남구
다사59a45a,0,0,0,1,0.0,0.0,49.0,3.0,173.0,27.0,3.0,57338.471058150135,4391.0,6,3,217,49,"POLYGON ((959000 1945000, 959000 1945500, 959500 1945500, 959500 1945000, 959000 1945000))",강남구
다사61a43a,0,0,0,0,0.0,0.0,13.0,3.0,56.0,28.0,0.0,16278.37116424231,1396.0,0,0,0,3,"POLYGON ((961000 1943000, 961000 1943500, 961500 1943500, 961500 1943000, 961000 1943000))",강남구
다사60a43a,0,0,0,0,0.0,0.0,90.0,20.0,194.0,130.0,17.0,63026.93397354957,10644.0,0,0,66,45,"POLYGON ((960000 1943000, 960000 1943500, 960500 1943500, 960500 1943000, 960000 1943000))",강남구
다사61a42a,0,0,0,0,0.0,0.0,17.0,12.0,44.0,31.0,3.0,30779.602850182364,522.0,0,0,2,21,"POLYGON ((961000 1942000, 961000 1942500, 961500 1942500, 961500 1942000, 961000 1942000))",강남구
다사65b42a,0,0,0,0,0.0,0.0,7.0,13.0,17.0,24.0,12.0,25425.63239083556,906.0,0,0,0,8,"POLYGON ((965500 1942000, 965500 1942500, 966000 1942500, 966000 1942000, 965500 1942000))",강남구 송파구
다사58b45b,0,0,0,1,0.0,0.0,42.0,6.0,244.0,25.0,0.0,60724.39991089229,4851.0,1,4,231,56,"POLYGON ((958500 1945500, 958500 1946000, 959000 1946000, 959000 1945500, 958500 1945500))",강남구
